Level_Emosi,Tipe_Emosi,Sumber_Emosi,Pertanyaan_Analisis
Sangat Buruk,Kecewa,Sekolah,Apa yang membuat kamu merasa kecewa di Sekolah? | Apa yang bisa menyebabkan perasaan kecewa kamu di Sekolah? | Bagaimana situasi di Sekolah mempengaruhi perasaan kamu yang kecewa? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Sekolah? | Bagaimana kamu bisa mengatasi rasa kecewa setelah situasi yang tidak sesuai harapan di Sekolah?
Netral,Bingung,Pantai,Apa yang membuat kamu merasa bingung di Pantai? | Apa yang bisa menyebabkan perasaan bingung kamu di Pantai? | Bagaimana situasi di Pantai mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Pantai? | Bagaimana kamu bisa mengatasi kebingungan di Pantai agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Perpustakaan,Apa yang membuat kamu merasa bingung di Perpustakaan? | Apa yang bisa menyebabkan perasaan bingung kamu di Perpustakaan? | Bagaimana situasi di Perpustakaan mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Perpustakaan menjadi lebih positif atau negatif? | Bagaimana kamu bisa mengatasi kebingungan di Perpustakaan agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Pertemuan,Apa yang membuat kamu merasa bingung di Pertemuan? | Apa yang bisa menyebabkan perasaan bingung kamu di Pertemuan? | Bagaimana situasi di Pertemuan mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Pertemuan? | Bagaimana kamu bisa mengatasi kebingungan di Pertemuan agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Restoran,Apa yang membuat kamu merasa bingung di Restoran? | Apa yang bisa menyebabkan perasaan bingung kamu di Restoran? | Bagaimana situasi di Restoran mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Restoran? | Bagaimana kamu bisa mengatasi kebingungan di Restoran agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Transportasi Umum,Apa yang membuat kamu merasa bingung di Transportasi Umum? | Apa yang bisa menyebabkan perasaan bingung kamu di Transportasi Umum? | Bagaimana situasi di Transportasi Umum mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Transportasi Umum? | Bagaimana kamu bisa mengatasi kebingungan di Transportasi Umum agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Tempat Ibadah,"Apa yang membuat kamu merasa bingung di Tempat Ibadah? | Apa yang bisa menyebabkan perasaan bingung kamu di Tempat Ibadah? | Bagaimana situasi di Tempat Ibadah mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Tempat Ibadah? | Jika kamu merasa bingung tentang situasi di Tempat Ibadah, apa yang kamu lakukan untuk mencari kejelasan?"
Netral,Bingung,Pasar,Apa yang membuat kamu merasa bingung di Pasar? | Apa yang bisa menyebabkan perasaan bingung kamu di Pasar? | Bagaimana situasi di Pasar mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Pasar menjadi lebih positif atau negatif? | Bagaimana kamu bisa mengatasi kebingungan di Pasar agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Event,"Apa yang membuat kamu merasa bingung di Event? | Apa yang bisa menyebabkan perasaan bingung kamu di Event? | Bagaimana situasi di Event mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Event menjadi lebih positif atau negatif? | Jika kamu merasa bingung tentang situasi di Event, apa yang kamu lakukan untuk mencari kejelasan?"
Netral,Bingung,Lokasi Olahraga,"Apa yang membuat kamu merasa bingung di Lokasi Olahraga? | Apa yang bisa menyebabkan perasaan bingung kamu di Lokasi Olahraga? | Bagaimana situasi di Lokasi Olahraga mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Lokasi Olahraga menjadi lebih positif atau negatif? | Jika kamu merasa bingung tentang situasi di Lokasi Olahraga, apa yang kamu lakukan untuk mencari kejelasan?"
Netral,Bingung,Studio Seni,Apa yang membuat kamu merasa bingung di Studio Seni? | Apa yang bisa menyebabkan perasaan bingung kamu di Studio Seni? | Bagaimana situasi di Studio Seni mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Studio Seni? | Bagaimana kamu bisa mengatasi kebingungan di Studio Seni agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Kantor Pemerintah,"Apa yang membuat kamu merasa bingung di Kantor Pemerintah? | Apa yang bisa menyebabkan perasaan bingung kamu di Kantor Pemerintah? | Bagaimana situasi di Kantor Pemerintah mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Kantor Pemerintah? | Jika kamu merasa bingung tentang situasi di Kantor Pemerintah, apa yang kamu lakukan untuk mencari kejelasan?"
Netral,Bingung,Kegiatan Sosial,Apa yang membuat kamu merasa bingung di Kegiatan Sosial? | Apa yang bisa menyebabkan perasaan bingung kamu di Kegiatan Sosial? | Bagaimana situasi di Kegiatan Sosial mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Kegiatan Sosial? | Bagaimana kamu bisa mengatasi kebingungan di Kegiatan Sosial agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Bandara,Apa yang membuat kamu merasa bingung di Bandara? | Apa yang bisa menyebabkan perasaan bingung kamu di Bandara? | Bagaimana situasi di Bandara mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Bandara menjadi lebih positif atau negatif? | Bagaimana kamu bisa mengatasi kebingungan di Bandara agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Stadion,"Apa yang membuat kamu merasa bingung di Stadion? | Apa yang bisa menyebabkan perasaan bingung kamu di Stadion? | Bagaimana situasi di Stadion mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Stadion menjadi lebih positif atau negatif? | Jika kamu merasa bingung tentang situasi di Stadion, apa yang kamu lakukan untuk mencari kejelasan?"
Netral,Bingung,Pusat Perbelanjaan,Apa yang membuat kamu merasa bingung di Pusat Perbelanjaan? | Apa yang bisa menyebabkan perasaan bingung kamu di Pusat Perbelanjaan? | Bagaimana situasi di Pusat Perbelanjaan mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Pusat Perbelanjaan? | Bagaimana kamu bisa mengatasi kebingungan di Pusat Perbelanjaan agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Bioskop,Apa yang membuat kamu merasa bingung di Bioskop? | Apa yang bisa menyebabkan perasaan bingung kamu di Bioskop? | Bagaimana situasi di Bioskop mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Bioskop menjadi lebih positif atau negatif? | Bagaimana kamu bisa mengatasi kebingungan di Bioskop agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Hotel,"Apa yang membuat kamu merasa bingung di Hotel? | Apa yang bisa menyebabkan perasaan bingung kamu di Hotel? | Bagaimana situasi di Hotel mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Hotel menjadi lebih positif atau negatif? | Jika kamu merasa bingung tentang situasi di Hotel, apa yang kamu lakukan untuk mencari kejelasan?"
Netral,Bingung,Kantor Pos,"Apa yang membuat kamu merasa bingung di Kantor Pos? | Apa yang bisa menyebabkan perasaan bingung kamu di Kantor Pos? | Bagaimana situasi di Kantor Pos mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Kantor Pos menjadi lebih positif atau negatif? | Jika kamu merasa bingung tentang situasi di Kantor Pos, apa yang kamu lakukan untuk mencari kejelasan?"
Netral,Bingung,Pelabuhan,"Apa yang membuat kamu merasa bingung di Pelabuhan? | Apa yang bisa menyebabkan perasaan bingung kamu di Pelabuhan? | Bagaimana situasi di Pelabuhan mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Pelabuhan? | Jika kamu merasa bingung tentang situasi di Pelabuhan, apa yang kamu lakukan untuk mencari kejelasan?"
Netral,Bingung,Pabrik,Apa yang membuat kamu merasa bingung di Pabrik? | Apa yang bisa menyebabkan perasaan bingung kamu di Pabrik? | Bagaimana situasi di Pabrik mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Pabrik menjadi lebih positif atau negatif? | Bagaimana kamu bisa mengatasi kebingungan di Pabrik agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Gedung Serbaguna,Apa yang membuat kamu merasa bingung di Gedung Serbaguna? | Apa yang bisa menyebabkan perasaan bingung kamu di Gedung Serbaguna? | Bagaimana situasi di Gedung Serbaguna mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Gedung Serbaguna menjadi lebih positif atau negatif? | Bagaimana kamu bisa mengatasi kebingungan di Gedung Serbaguna agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Stasiun Kereta,"Apa yang membuat kamu merasa bingung di Stasiun Kereta? | Apa yang bisa menyebabkan perasaan bingung kamu di Stasiun Kereta? | Bagaimana situasi di Stasiun Kereta mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Stasiun Kereta? | Jika kamu merasa bingung tentang situasi di Stasiun Kereta, apa yang kamu lakukan untuk mencari kejelasan?"
Netral,Bingung,Gedung Pertunjukan,Apa yang membuat kamu merasa bingung di Gedung Pertunjukan? | Apa yang bisa menyebabkan perasaan bingung kamu di Gedung Pertunjukan? | Bagaimana situasi di Gedung Pertunjukan mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Gedung Pertunjukan menjadi lebih positif atau negatif? | Bagaimana kamu bisa mengatasi kebingungan di Gedung Pertunjukan agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Balai Kota,"Apa yang membuat kamu merasa bingung di Balai Kota? | Apa yang bisa menyebabkan perasaan bingung kamu di Balai Kota? | Bagaimana situasi di Balai Kota mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Balai Kota menjadi lebih positif atau negatif? | Jika kamu merasa bingung tentang situasi di Balai Kota, apa yang kamu lakukan untuk mencari kejelasan?"
Netral,Bingung,Terminal Bus,Apa yang membuat kamu merasa bingung di Terminal Bus? | Apa yang bisa menyebabkan perasaan bingung kamu di Terminal Bus? | Bagaimana situasi di Terminal Bus mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Terminal Bus menjadi lebih positif atau negatif? | Bagaimana kamu bisa mengatasi kebingungan di Terminal Bus agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Rumah Sakit,Apa yang membuat kamu merasa bingung di Rumah Sakit? | Apa yang bisa menyebabkan perasaan bingung kamu di Rumah Sakit? | Bagaimana situasi di Rumah Sakit mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Rumah Sakit? | Bagaimana kamu bisa mengatasi kebingungan di Rumah Sakit agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Apotek,"Apa yang membuat kamu merasa bingung di Apotek? | Apa yang bisa menyebabkan perasaan bingung kamu di Apotek? | Bagaimana situasi di Apotek mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Apotek menjadi lebih positif atau negatif? | Jika kamu merasa bingung tentang situasi di Apotek, apa yang kamu lakukan untuk mencari kejelasan?"
Netral,Bingung,Gudang,Apa yang membuat kamu merasa bingung di Gudang? | Apa yang bisa menyebabkan perasaan bingung kamu di Gudang? | Bagaimana situasi di Gudang mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Gudang? | Bagaimana kamu bisa mengatasi kebingungan di Gudang agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Arena Konser,Apa yang membuat kamu merasa bingung di Arena Konser? | Apa yang bisa menyebabkan perasaan bingung kamu di Arena Konser? | Bagaimana situasi di Arena Konser mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Arena Konser? | Bagaimana kamu bisa mengatasi kebingungan di Arena Konser agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Kuil,Apa yang membuat kamu merasa bingung di Kuil? | Apa yang bisa menyebabkan perasaan bingung kamu di Kuil? | Bagaimana situasi di Kuil mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Kuil menjadi lebih positif atau negatif? | Bagaimana kamu bisa mengatasi kebingungan di Kuil agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Hutan,"Apa yang membuat kamu merasa bingung di Hutan? | Apa yang bisa menyebabkan perasaan bingung kamu di Hutan? | Bagaimana situasi di Hutan mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Hutan menjadi lebih positif atau negatif? | Jika kamu merasa bingung tentang situasi di Hutan, apa yang kamu lakukan untuk mencari kejelasan?"
Netral,Bingung,Desa,Apa yang membuat kamu merasa bingung di Desa? | Apa yang bisa menyebabkan perasaan bingung kamu di Desa? | Bagaimana situasi di Desa mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Desa menjadi lebih positif atau negatif? | Bagaimana kamu bisa mengatasi kebingungan di Desa agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Perkebunan,"Apa yang membuat kamu merasa bingung di Perkebunan? | Apa yang bisa menyebabkan perasaan bingung kamu di Perkebunan? | Bagaimana situasi di Perkebunan mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Perkebunan? | Jika kamu merasa bingung tentang situasi di Perkebunan, apa yang kamu lakukan untuk mencari kejelasan?"
Netral,Bingung,Pulau,Apa yang membuat kamu merasa bingung di Pulau? | Apa yang bisa menyebabkan perasaan bingung kamu di Pulau? | Bagaimana situasi di Pulau mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Pulau? | Bagaimana kamu bisa mengatasi kebingungan di Pulau agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Bukit,Apa yang membuat kamu merasa bingung di Bukit? | Apa yang bisa menyebabkan perasaan bingung kamu di Bukit? | Bagaimana situasi di Bukit mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Bukit menjadi lebih positif atau negatif? | Bagaimana kamu bisa mengatasi kebingungan di Bukit agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Danau,"Apa yang membuat kamu merasa bingung di Danau? | Apa yang bisa menyebabkan perasaan bingung kamu di Danau? | Bagaimana situasi di Danau mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Danau? | Jika kamu merasa bingung tentang situasi di Danau, apa yang kamu lakukan untuk mencari kejelasan?"
Netral,Bingung,Sungai,"Apa yang membuat kamu merasa bingung di Sungai? | Apa yang bisa menyebabkan perasaan bingung kamu di Sungai? | Bagaimana situasi di Sungai mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Sungai menjadi lebih positif atau negatif? | Jika kamu merasa bingung tentang situasi di Sungai, apa yang kamu lakukan untuk mencari kejelasan?"
Netral,Bingung,Taman Nasional,"Apa yang membuat kamu merasa bingung di Taman Nasional? | Apa yang bisa menyebabkan perasaan bingung kamu di Taman Nasional? | Bagaimana situasi di Taman Nasional mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Taman Nasional menjadi lebih positif atau negatif? | Jika kamu merasa bingung tentang situasi di Taman Nasional, apa yang kamu lakukan untuk mencari kejelasan?"
Netral,Bingung,Zona Industri,Apa yang membuat kamu merasa bingung di Zona Industri? | Apa yang bisa menyebabkan perasaan bingung kamu di Zona Industri? | Bagaimana situasi di Zona Industri mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Zona Industri menjadi lebih positif atau negatif? | Bagaimana kamu bisa mengatasi kebingungan di Zona Industri agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Pusat Kebugaran,Apa yang membuat kamu merasa bingung di Pusat Kebugaran? | Apa yang bisa menyebabkan perasaan bingung kamu di Pusat Kebugaran? | Bagaimana situasi di Pusat Kebugaran mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Pusat Kebugaran? | Bagaimana kamu bisa mengatasi kebingungan di Pusat Kebugaran agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Kedai Buku,Apa yang membuat kamu merasa bingung di Kedai Buku? | Apa yang bisa menyebabkan perasaan bingung kamu di Kedai Buku? | Bagaimana situasi di Kedai Buku mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Kedai Buku menjadi lebih positif atau negatif? | Bagaimana kamu bisa mengatasi kebingungan di Kedai Buku agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Galeri Seni,"Apa yang membuat kamu merasa bingung di Galeri Seni? | Apa yang bisa menyebabkan perasaan bingung kamu di Galeri Seni? | Bagaimana situasi di Galeri Seni mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Galeri Seni menjadi lebih positif atau negatif? | Jika kamu merasa bingung tentang situasi di Galeri Seni, apa yang kamu lakukan untuk mencari kejelasan?"
Netral,Bingung,Pusat Teknologi,Apa yang membuat kamu merasa bingung di Pusat Teknologi? | Apa yang bisa menyebabkan perasaan bingung kamu di Pusat Teknologi? | Bagaimana situasi di Pusat Teknologi mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Pusat Teknologi menjadi lebih positif atau negatif? | Bagaimana kamu bisa mengatasi kebingungan di Pusat Teknologi agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Laboratorium,"Apa yang membuat kamu merasa bingung di Laboratorium? | Apa yang bisa menyebabkan perasaan bingung kamu di Laboratorium? | Bagaimana situasi di Laboratorium mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Laboratorium? | Jika kamu merasa bingung tentang situasi di Laboratorium, apa yang kamu lakukan untuk mencari kejelasan?"
Netral,Bingung,Pusat Komunitas,"Apa yang membuat kamu merasa bingung di Pusat Komunitas? | Apa yang bisa menyebabkan perasaan bingung kamu di Pusat Komunitas? | Bagaimana situasi di Pusat Komunitas mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Pusat Komunitas? | Jika kamu merasa bingung tentang situasi di Pusat Komunitas, apa yang kamu lakukan untuk mencari kejelasan?"
Netral,Bingung,Tempat Parkir,"Apa yang membuat kamu merasa bingung di Tempat Parkir? | Apa yang bisa menyebabkan perasaan bingung kamu di Tempat Parkir? | Bagaimana situasi di Tempat Parkir mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Tempat Parkir? | Jika kamu merasa bingung tentang situasi di Tempat Parkir, apa yang kamu lakukan untuk mencari kejelasan?"
Netral,Bingung,Lapangan Terbuka,Apa yang membuat kamu merasa bingung di Lapangan Terbuka? | Apa yang bisa menyebabkan perasaan bingung kamu di Lapangan Terbuka? | Bagaimana situasi di Lapangan Terbuka mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Lapangan Terbuka? | Bagaimana kamu bisa mengatasi kebingungan di Lapangan Terbuka agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Arena Skate,"Apa yang membuat kamu merasa bingung di Arena Skate? | Apa yang bisa menyebabkan perasaan bingung kamu di Arena Skate? | Bagaimana situasi di Arena Skate mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Arena Skate? | Jika kamu merasa bingung tentang situasi di Arena Skate, apa yang kamu lakukan untuk mencari kejelasan?"
Netral,Bingung,Pusat Konferensi,Apa yang membuat kamu merasa bingung di Pusat Konferensi? | Apa yang bisa menyebabkan perasaan bingung kamu di Pusat Konferensi? | Bagaimana situasi di Pusat Konferensi mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Pusat Konferensi menjadi lebih positif atau negatif? | Bagaimana kamu bisa mengatasi kebingungan di Pusat Konferensi agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Kios,"Apa yang membuat kamu merasa bingung di Kios? | Apa yang bisa menyebabkan perasaan bingung kamu di Kios? | Bagaimana situasi di Kios mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Kios? | Jika kamu merasa bingung tentang situasi di Kios, apa yang kamu lakukan untuk mencari kejelasan?"
Netral,Bingung,Warung,Apa yang membuat kamu merasa bingung di Warung? | Apa yang bisa menyebabkan perasaan bingung kamu di Warung? | Bagaimana situasi di Warung mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Warung? | Bagaimana kamu bisa mengatasi kebingungan di Warung agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Kantor Cabang,Apa yang membuat kamu merasa bingung di Kantor Cabang? | Apa yang bisa menyebabkan perasaan bingung kamu di Kantor Cabang? | Bagaimana situasi di Kantor Cabang mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Kantor Cabang menjadi lebih positif atau negatif? | Bagaimana kamu bisa mengatasi kebingungan di Kantor Cabang agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Studio Musik,Apa yang membuat kamu merasa bingung di Studio Musik? | Apa yang bisa menyebabkan perasaan bingung kamu di Studio Musik? | Bagaimana situasi di Studio Musik mempengaruhi perasaan kamu yang bingung? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Studio Musik? | Bagaimana kamu bisa mengatasi kebingungan di Studio Musik agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Taman Bermain,Apa yang membuat kamu merasa bingung di Taman Bermain? | Apa yang bisa menyebabkan perasaan bingung kamu di Taman Bermain? | Bagaimana situasi di Taman Bermain mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Taman Bermain menjadi lebih positif atau negatif? | Bagaimana kamu bisa mengatasi kebingungan di Taman Bermain agar bisa mengambil keputusan dengan lebih baik?
Netral,Bingung,Pusat Kebudayaan,"Apa yang membuat kamu merasa bingung di Pusat Kebudayaan? | Apa yang bisa menyebabkan perasaan bingung kamu di Pusat Kebudayaan? | Bagaimana situasi di Pusat Kebudayaan mempengaruhi perasaan kamu yang bingung? | Bagaimana kamu bisa mengubah perasaan netral di Pusat Kebudayaan menjadi lebih positif atau negatif? | Jika kamu merasa bingung tentang situasi di Pusat Kebudayaan, apa yang kamu lakukan untuk mencari kejelasan?"
Netral,Bahagia,Sekolah,"Apa yang membuat kamu merasa bahagia di Sekolah? | Apa yang bisa menyebabkan perasaan bahagia kamu di Sekolah? | Bagaimana situasi di Sekolah mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Sekolah menjadi lebih positif atau negatif? | Apa yang membuat kamu merasa bahagia di Sekolah, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Rumah,"Apa yang membuat kamu merasa bahagia di Rumah? | Apa yang bisa menyebabkan perasaan bahagia kamu di Rumah? | Bagaimana situasi di Rumah mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Rumah menjadi lebih positif atau negatif? | Apa yang membuat kamu merasa bahagia di Rumah, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Kantor,"Apa yang membuat kamu merasa bahagia di Kantor? | Apa yang bisa menyebabkan perasaan bahagia kamu di Kantor? | Bagaimana situasi di Kantor mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Kantor? | Apa yang membuat kamu merasa bahagia di Kantor, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Kampus,"Apa yang membuat kamu merasa bahagia di Kampus? | Apa yang bisa menyebabkan perasaan bahagia kamu di Kampus? | Bagaimana situasi di Kampus mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Kampus? | Ketika kamu merasa bahagia di Kampus, apa yang ingin kamu lakukan untuk membagikan kebahagiaan itu?"
Netral,Bahagia,Taman,"Apa yang membuat kamu merasa bahagia di Taman? | Apa yang bisa menyebabkan perasaan bahagia kamu di Taman? | Bagaimana situasi di Taman mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Taman? | Apa yang membuat kamu merasa bahagia di Taman, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Kafe,"Apa yang membuat kamu merasa bahagia di Kafe? | Apa yang bisa menyebabkan perasaan bahagia kamu di Kafe? | Bagaimana situasi di Kafe mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Kafe menjadi lebih positif atau negatif? | Ketika kamu merasa bahagia di Kafe, apa yang ingin kamu lakukan untuk membagikan kebahagiaan itu?"
Netral,Bahagia,Gym,"Apa yang membuat kamu merasa bahagia di Gym? | Apa yang bisa menyebabkan perasaan bahagia kamu di Gym? | Bagaimana situasi di Gym mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Gym? | Ketika kamu merasa bahagia di Gym, apa yang ingin kamu lakukan untuk membagikan kebahagiaan itu?"
Netral,Bahagia,Museum,"Apa yang membuat kamu merasa bahagia di Museum? | Apa yang bisa menyebabkan perasaan bahagia kamu di Museum? | Bagaimana situasi di Museum mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Museum menjadi lebih positif atau negatif? | Apa yang membuat kamu merasa bahagia di Museum, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Pantai,"Apa yang membuat kamu merasa bahagia di Pantai? | Apa yang bisa menyebabkan perasaan bahagia kamu di Pantai? | Bagaimana situasi di Pantai mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Pantai? | Apa yang membuat kamu merasa bahagia di Pantai, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Perpustakaan,"Apa yang membuat kamu merasa bahagia di Perpustakaan? | Apa yang bisa menyebabkan perasaan bahagia kamu di Perpustakaan? | Bagaimana situasi di Perpustakaan mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Perpustakaan? | Apa yang membuat kamu merasa bahagia di Perpustakaan, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Pertemuan,"Apa yang membuat kamu merasa bahagia di Pertemuan? | Apa yang bisa menyebabkan perasaan bahagia kamu di Pertemuan? | Bagaimana situasi di Pertemuan mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Pertemuan menjadi lebih positif atau negatif? | Apa yang membuat kamu merasa bahagia di Pertemuan, dan bagaimana kamu bisa menjaga perasaan itu?"
